merchant_id,gpv_monthly,quota_attainment,tenure_months,support_tickets_30d,failed_payouts_30d,merchant_tier,churned
MCH-12531,93149.6508219185,0.5311988392437178,43,0,0,SMB,0
MCH-12532,22450.887925246032,0.6470406209192912,22,1,0,SMB,0
MCH-12533,5720.936486900576,0.9502177290750639,3,1,0,SMB,0
MCH-12534,71945.64392173503,1.3244870256006223,15,2,1,Mid-Market,0
MCH-12535,94831.94682467004,1.1714226762972226,35,1,1,SMB,0
MCH-12536,72445.3301774047,1.2679446646222519,47,0,0,SMB,0
MCH-12537,12707.134085511085,0.7860731863187006,38,1,0,SMB,0
MCH-12538,75005.04618021271,0.8451191158134053,33,3,0,SMB,0
MCH-12539,78250.16738640082,0.8330500745896742,14,1,0,SMB,0
MCH-12540,58726.31236659405,0.6110605028449517,48,1,0,SMB,0
MCH-12541,77646.48628462065,0.46733832395792924,1,3,0,SMB,0
MCH-12542,98514.63373394024,1.0500077021099496,53,3,1,SMB,0
MCH-12543,52544.64121564652,1.488138351762645,49,1,1,SMB,0
MCH-12544,9638.928619745788,0.5835126754452892,26,0,1,SMB,0
MCH-12545,38435.19918938111,0.45135330188920114,8,4,0,SMB,0
MCH-12546,9041.489828716267,1.2574848500063265,50,2,1,Mid-Market,0
MCH-12547,31173.851741266764,0.6778446073531967,16,1,0,Mid-Market,0
MCH-12548,31137.023652531556,1.3126081858882213,38,3,0,SMB,0
MCH-12549,8414.469028677539,1.174330333737967,10,1,0,Mid-Market,0
MCH-12550,26448.499864969035,1.4402408907558852,42,1,4,Enterprise,1
MCH-12551,10882.795243903625,0.8498199593323392,37,4,0,SMB,0
MCH-12552,87574.28550377401,1.1281668233956976,26,4,1,Mid-Market,0
MCH-12553,152526.49925309993,0.9113402588945978,28,1,0,SMB,0
MCH-12554,8753.231686622788,1.093647567039398,12,2,0,Enterprise,0
MCH-12555,160182.8117034343,0.8945587966085111,20,4,1,SMB,0
MCH-12556,41967.57746943806,0.6074954710664824,49,2,1,Enterprise,0
MCH-12557,22802.733813930103,0.958687157603719,14,2,0,SMB,0
MCH-12558,8998.831236978604,0.9814426215811867,46,1,2,SMB,0
MCH-12559,39719.82483856968,1.2916642330861774,35,2,0,Mid-Market,0
MCH-12560,84119.2445098809,1.2090727763729394,29,1,0,Mid-Market,0
MCH-12561,66393.89288918249,1.1301707863355885,12,3,1,Mid-Market,0
MCH-12562,7576.561474802324,0.5247258051078298,52,4,0,Mid-Market,0
MCH-12563,8784.791202912624,1.1926779197300865,18,3,1,Mid-Market,0
MCH-12564,30781.296560804385,0.9503356719899664,44,1,0,Mid-Market,0
MCH-12565,22498.48046900245,1.3835094897167752,2,0,3,SMB,0
MCH-12566,18223.30458662798,1.4118580275435972,2,1,2,SMB,0
MCH-12567,21495.00892277558,0.460672249661964,59,4,1,SMB,0
MCH-12568,86350.2515578358,1.3027057163899267,17,1,1,Mid-Market,0
MCH-12569,137414.62972717138,0.4414671294649377,10,2,1,SMB,0
MCH-12570,30968.324208876682,0.803886588264525,18,0,1,SMB,0
MCH-12571,123282.10341214451,0.9965299731831871,22,5,2,SMB,0
MCH-12572,24393.22320286248,0.5629108784898402,19,2,0,Enterprise,1
MCH-12573,37354.89429947621,1.2209451938259845,58,1,1,SMB,0
MCH-12574,17811.04354863943,0.4091901745893525,53,3,1,SMB,0
MCH-12575,56148.72309857723,0.5854589532774406,1,4,1,SMB,0
MCH-12576,198116.6983988161,1.0388765128388233,24,1,0,SMB,0
MCH-12577,51253.0912905048,1.1858263182410216,36,1,1,SMB,0
MCH-12578,27143.87143033421,1.4083074129633077,25,4,0,SMB,0
MCH-12579,57180.28092377419,1.1760463171280864,36,4,1,SMB,0
MCH-12580,11557.892212615534,1.1389571972803525,31,1,1,Mid-Market,0
MCH-12581,114757.92178331531,0.8337752609857307,31,2,0,Mid-Market,0
MCH-12582,39966.70911016173,0.40141286807948157,2,3,0,SMB,0
MCH-12583,34832.77059530509,0.5321751846091842,19,2,0,Mid-Market,0
MCH-12584,49078.13802699802,0.9880099992316431,53,3,2,Mid-Market,0
MCH-12585,54012.65265759135,1.1426428744288617,12,2,0,Mid-Market,0
MCH-12586,8724.099362783249,0.8591931122861087,10,8,1,SMB,1
MCH-12587,62382.336476218996,1.2037469126812295,31,2,0,SMB,0
MCH-12588,18849.088294575522,0.9740485248653967,45,1,0,Mid-Market,0
MCH-12589,67579.89306347669,0.48159381515374344,22,1,0,SMB,0
MCH-12590,91449.03569908596,0.6112178760647438,23,0,0,SMB,0
MCH-12591,86471.44729977396,1.3239980455683373,52,0,0,SMB,0
MCH-12592,45204.04515374513,1.1974040212868835,23,2,0,Mid-Market,0
MCH-12593,41716.15900233151,1.3842381857137447,15,1,1,SMB,0
MCH-12594,12708.631748212545,0.5293129740330302,26,3,0,SMB,0
MCH-12595,79659.72538187141,1.4892447880765816,3,2,0,Mid-Market,0
MCH-12596,20832.163455430324,0.630347385344927,23,1,1,Mid-Market,0
MCH-12597,39327.98854498613,0.41295786391530626,20,1,0,SMB,0
MCH-12598,21722.899833187104,1.4971652329589098,45,2,1,SMB,0
MCH-12599,12183.609745364809,0.7091812739896245,40,4,2,Mid-Market,0
MCH-12600,54652.87867379612,1.134821397763816,57,2,0,SMB,0
MCH-12601,7793.1879862958185,0.5943505455939357,39,2,0,Mid-Market,0
MCH-12602,74044.49639590402,1.038251385419056,56,1,1,Mid-Market,0
MCH-12603,24105.996627694825,1.3944384851000153,8,1,1,SMB,0
MCH-12604,5006.735103820134,0.7521992841712826,18,1,0,SMB,0
MCH-12605,40782.84564022226,1.1372793736487952,41,1,1,SMB,0
MCH-12606,7399.249618062609,0.6066939476782582,6,2,0,Mid-Market,1
MCH-12607,21159.905495488987,1.087274938590598,27,2,1,SMB,0
MCH-12608,66375.12127966616,0.7700953869992613,36,4,0,SMB,0
MCH-12609,8237.04023294134,0.6323290844467468,15,3,1,SMB,0
MCH-12610,96422.77821073931,0.7445002557739987,37,4,0,SMB,0
MCH-12611,5191.361859819803,0.5967251753585794,58,5,1,SMB,0
MCH-12612,19172.808654574776,1.3921077186216713,5,3,2,SMB,0
MCH-12613,72527.84231555522,0.8369055749488418,39,2,0,Mid-Market,0
MCH-12614,24009.619755987485,0.6698072354718041,9,1,1,SMB,0
MCH-12615,10373.269137189676,0.8932486251175262,7,3,0,SMB,0
MCH-12616,27332.6333782404,0.7525897834871451,41,2,0,Mid-Market,0
MCH-12617,20762.4819244378,1.2188611791946586,20,0,0,Mid-Market,0
MCH-12618,97483.80685685146,1.468341903074044,10,4,0,Mid-Market,0
MCH-12619,23796.37726469199,0.8818370223674116,26,3,1,SMB,0
MCH-12620,82778.85788656754,1.3471367399694645,4,2,1,SMB,0
MCH-12621,116222.04538520142,1.0224493809155817,38,0,1,SMB,0
MCH-12622,33441.93362716482,0.5729592316036569,24,1,2,Mid-Market,0
MCH-12623,125365.70365805984,1.1596850162894758,14,6,0,Mid-Market,0
MCH-12624,28685.9705279758,0.9647779468384022,41,1,1,Mid-Market,0
MCH-12625,171320.84760843578,1.1156671755773138,1,3,1,SMB,0
MCH-12626,9676.512090618075,1.3786561538288316,17,2,0,Mid-Market,0
MCH-12627,63080.68223299942,0.8844780277216507,45,4,0,Mid-Market,0
MCH-12628,39042.558411557664,1.3912953855390913,24,0,0,SMB,0
MCH-12629,29522.465688125656,1.2257359157098204,27,2,0,SMB,0
MCH-12630,55080.433370266386,0.9374654184657834,7,3,0,SMB,0
MCH-12631,65845.65713175622,1.06354434922376,9,1,0,SMB,0
MCH-12632,5218.640824587321,0.7581392457709126,43,0,0,SMB,0
MCH-12633,14133.26611856045,1.4819570297126519,35,1,0,Mid-Market,0
MCH-12634,67421.67656343331,1.1340862793554356,58,4,1,Mid-Market,0
MCH-12635,59888.444258373616,0.44823153774629293,12,2,2,Enterprise,0
MCH-12636,174139.64705202705,0.7592840963228097,21,1,0,SMB,0
MCH-12637,76572.49288783703,1.0856458771349633,3,1,2,SMB,0
MCH-12638,155565.35441884396,0.4619666055791638,15,2,1,Mid-Market,0
MCH-12639,65623.86014385437,0.4262726104510571,21,1,0,SMB,0
MCH-12640,22694.81245016324,0.8950266634805829,10,3,0,SMB,1
MCH-12641,10566.968910601794,0.7659591976619371,33,4,0,Mid-Market,0
MCH-12642,81122.62880572403,0.8821284688364825,46,2,2,SMB,0
MCH-12643,56662.18987260125,0.6889626408680057,59,2,0,SMB,0
MCH-12644,7469.2827225771,0.5811895216372791,52,4,0,SMB,0
MCH-12645,27318.297935387855,1.1580576926783714,6,1,0,Enterprise,0
MCH-12646,162095.52562720573,0.9660282278945806,2,1,0,SMB,0
MCH-12647,39697.48969941752,0.6201696323743036,29,2,0,SMB,0
MCH-12648,33345.918753627455,0.7515483688859982,55,1,0,Enterprise,0
MCH-12649,35596.75985249995,1.0509886984296586,40,1,0,SMB,0
MCH-12650,16715.452962629788,0.47945228309972565,33,3,2,SMB,1
MCH-12651,27999.272627958508,0.5621983101927975,4,5,1,SMB,0
MCH-12652,28086.954222601868,0.4805701645181292,59,3,0,SMB,0
MCH-12653,7688.767036804891,1.2935490659855309,4,1,2,SMB,0
MCH-12654,77957.7985806525,1.2276501565332103,29,2,0,Mid-Market,0
MCH-12655,31935.92113318849,1.2286442250671827,37,6,1,SMB,0
MCH-12656,91349.14198914489,1.187957877823631,20,1,0,Mid-Market,0
MCH-12657,99972.13438694287,1.1363239660368563,41,2,1,SMB,0
MCH-12658,16912.482217703124,0.9246911069159925,23,4,0,SMB,0
MCH-12659,58552.796173565475,1.1065059798578265,45,3,0,SMB,0
MCH-12660,36959.64288803716,0.4421977102667721,18,2,2,SMB,0
MCH-12661,111078.526965118,1.0836108649224632,49,0,0,SMB,0
MCH-12662,17150.777348314863,1.255665476090565,25,5,0,SMB,0
MCH-12663,61631.18891917224,0.9503941964228293,1,0,0,SMB,0
MCH-12664,51793.06489215451,0.7932646612699608,54,1,0,Mid-Market,0
MCH-12665,22499.25976950795,0.7051694082810771,15,2,0,SMB,0
MCH-12666,12343.912124034377,1.1070822551782908,34,2,0,SMB,0
MCH-12667,57725.90817927142,1.1620813184928998,48,4,1,Mid-Market,0
MCH-12668,72084.68768927355,1.358064359848797,20,3,0,SMB,0
MCH-12669,23962.634533008837,0.7765674907070899,54,2,0,Mid-Market,0
MCH-12670,56758.30313402491,1.2467495381241442,37,2,1,Mid-Market,0
MCH-12671,30137.16102906837,1.0174914066082716,27,1,0,Enterprise,0
MCH-12672,67449.70854163752,1.3711201397458872,22,1,2,SMB,0
MCH-12673,16108.15628530355,0.9805933191251829,51,1,0,Enterprise,0
MCH-12674,115461.56976364958,0.969392811237764,5,6,0,Mid-Market,0
MCH-12675,21942.42463673094,1.0356647895850002,34,0,1,Mid-Market,0
MCH-12676,27926.36575941695,1.224246890656678,39,3,0,Enterprise,0
MCH-12677,7992.381142185304,1.4611595267113073,3,4,3,SMB,0
MCH-12678,10911.718817835568,0.4809196896373422,17,3,1,Mid-Market,0
MCH-12679,41269.2543994203,0.4587780626301189,24,3,0,SMB,0
MCH-12680,20570.92336128623,1.4313053711480723,24,0,1,SMB,0
MCH-12681,95236.2253873503,0.9828631880700268,3,0,0,SMB,0
MCH-12682,5740.120284722086,1.0763933160236299,45,2,0,SMB,0
MCH-12683,28828.782782735358,0.9306659617542018,7,2,0,SMB,0
MCH-12684,25575.08056708215,0.503023197868222,25,0,0,Enterprise,0
MCH-12685,5975.842583493855,1.2448983162605334,56,1,0,Mid-Market,0
MCH-12686,11640.491165229436,1.2219471095974457,3,0,0,Mid-Market,0
MCH-12687,31691.295273787273,0.7428736536420932,15,6,0,Mid-Market,0
MCH-12688,38948.860961699604,0.7368631697512404,29,2,0,SMB,0
MCH-12689,30900.044161986098,1.3216255189960706,50,5,0,SMB,0
MCH-12690,42850.981875666126,0.4795929835154593,29,4,0,SMB,0
MCH-12691,50209.669398175836,1.3692156631922225,10,1,1,SMB,0
MCH-12692,5498.669522907636,0.682327858885506,32,4,0,Mid-Market,0
MCH-12693,36189.933498330945,1.0522832225310434,23,4,0,Mid-Market,0
MCH-12694,170521.1110504819,1.4295935969019555,39,2,1,SMB,0
MCH-12695,41597.75607924128,1.1459347516903111,9,1,0,SMB,0
MCH-12696,61589.16066119482,0.8558727937137403,37,2,2,SMB,0
MCH-12697,23688.428984494018,1.1584876297959568,52,2,0,SMB,0
MCH-12698,79359.10653354989,0.7783775999480073,40,2,1,SMB,0
MCH-12699,79122.971324484,0.7049842579841048,14,4,2,SMB,0
MCH-12700,41833.64631013783,1.4963516057281478,4,0,0,SMB,0
MCH-12701,191513.87922679223,1.2258692542977667,20,1,1,Enterprise,0
MCH-12702,11708.020364218744,1.1091919751199995,28,1,0,SMB,0
MCH-12703,5854.64600292336,0.7908186075412507,14,2,0,Mid-Market,0
MCH-12704,78518.20419798914,0.454076912070553,44,3,1,Mid-Market,0
MCH-12705,87293.56540329731,0.43416256363867123,34,0,0,SMB,0
MCH-12706,11403.444343923533,1.0095993809936787,13,1,0,Mid-Market,0
MCH-12707,20433.90321740174,1.2382359931429563,31,1,0,SMB,0
MCH-12708,5885.41163532325,0.9911171094882406,33,0,2,SMB,0
MCH-12709,22358.06079258283,1.324863579133026,52,1,2,SMB,0
MCH-12710,79171.5226064056,0.4367691864025438,39,2,2,Mid-Market,0
MCH-12711,41486.4637786035,0.8034272840685341,28,1,0,SMB,0
MCH-12712,26392.86715466708,0.6607774302915959,25,2,0,SMB,0
MCH-12713,28240.00315796827,0.8920002649728342,32,3,1,SMB,0
MCH-12714,5067.727134717391,0.47961403251353474,9,3,1,SMB,1
MCH-12715,22819.50119556035,1.4495448057281801,28,2,0,Mid-Market,0
MCH-12716,56987.75432802587,0.645580941176297,58,2,0,Mid-Market,0
MCH-12717,187858.272714259,1.4145385530319432,31,0,2,SMB,0
MCH-12718,98885.74993123456,0.86848247054035,17,1,0,SMB,0
MCH-12719,6193.889170775825,1.4840765465807397,53,1,0,Enterprise,0
MCH-12720,119414.68746111295,1.009464221806232,23,2,0,Mid-Market,0
MCH-12721,81438.63453550762,1.4239161505933882,13,6,0,Mid-Market,0
MCH-12722,80791.94241744997,0.40588388756364513,55,1,2,SMB,0
MCH-12723,35624.0726428223,1.2230626867989902,10,1,0,SMB,0
MCH-12724,30375.331299759786,1.3933557184127672,16,3,3,Mid-Market,0
MCH-12725,23042.44849911565,0.5536926236768496,6,4,0,SMB,1
MCH-12726,8397.609531713544,0.5057384369053667,48,1,0,Mid-Market,0
MCH-12727,17953.782521651374,0.8670298679045512,11,2,1,Mid-Market,0
MCH-12728,19158.190425046665,1.4270467967462288,58,2,0,SMB,0
MCH-12729,38089.89422796835,0.9966252162094826,52,1,1,Mid-Market,0
MCH-12730,73806.19413033579,0.9802021100939055,3,1,1,SMB,0
MCH-12731,37104.62943078275,0.5552387301292541,28,0,0,Mid-Market,0
MCH-12732,7979.244503124204,0.4008684622025407,41,1,0,Enterprise,0
MCH-12733,163254.67021983783,1.2911540998200075,15,2,0,Enterprise,0
MCH-12734,147993.9581176022,0.4963320192848621,13,3,1,Mid-Market,0
MCH-12735,81899.96178639588,1.0972348006088564,42,2,1,SMB,0
MCH-12736,242382.22416799716,1.4060780999667108,52,5,0,Mid-Market,0
MCH-12737,44316.03883231449,0.6295171044742741,56,1,2,Mid-Market,0
MCH-12738,169529.803989145,1.131800119860602,45,1,2,SMB,0
MCH-12739,8930.79267245849,0.4865684343782604,17,1,1,SMB,0
MCH-12740,27760.144982313843,1.0641306582213743,7,3,0,SMB,0
MCH-12741,17769.216469929554,0.5803248930485231,28,2,1,SMB,0
MCH-12742,15897.42122761541,1.209548916566696,38,0,0,Enterprise,0
MCH-12743,12587.849368554249,0.731354424273299,13,2,0,SMB,0
MCH-12744,53697.79861959905,0.9097301096851109,17,2,1,SMB,0
MCH-12745,81007.714556158,1.059373596230384,15,1,0,SMB,0
MCH-12746,48172.86613479134,0.5884007517328635,36,0,1,Mid-Market,0
MCH-12747,12947.600783391259,1.215801600479383,28,1,2,Enterprise,0
MCH-12748,88333.16729073272,0.7329043747004961,15,3,0,SMB,0
MCH-12749,55523.84941086985,1.128609045904029,46,1,1,Mid-Market,0
MCH-12750,29564.689738889043,0.574111355769311,53,5,1,SMB,0
MCH-12751,61062.8828533534,1.1569294251269855,11,2,0,SMB,0
MCH-12752,20048.834729935857,0.541006880091508,56,3,0,Mid-Market,0
MCH-12753,26170.676724698144,0.867892145896982,31,2,0,SMB,0
MCH-12754,129739.27009813524,0.6719266811127645,4,0,0,SMB,0
MCH-12755,22160.0566445232,1.2232127743710008,35,1,1,SMB,0
MCH-12756,36742.80685649471,0.6882385049575621,34,1,0,SMB,0
MCH-12757,115427.94021308752,1.3698890370349361,52,3,0,SMB,0
MCH-12758,66502.38259218661,1.3810022325472742,27,4,1,SMB,0
MCH-12759,8211.100623703638,0.6160854467450645,10,2,0,Mid-Market,0
MCH-12760,12967.553170232788,1.075230539508497,30,3,0,SMB,0
MCH-12761,5393.6248861986805,0.4964894058919608,45,0,1,SMB,0
MCH-12762,54837.33534007458,0.8306908095617922,20,0,0,SMB,0
MCH-12763,34680.78935051169,1.1846539024513996,29,1,1,Enterprise,0
MCH-12764,12209.390029505175,1.125365571534908,58,2,0,Mid-Market,0
MCH-12765,163425.91716576112,1.087170736347269,53,2,0,Enterprise,0
MCH-12766,42714.942731423136,0.710794950028688,29,2,1,SMB,0
MCH-12767,18846.556515460237,0.8158274443778423,23,2,0,Mid-Market,0
MCH-12768,39717.75260262578,0.5132407591703149,57,0,0,SMB,0
MCH-12769,61912.426313662814,1.1909251024769612,50,2,1,Mid-Market,0
MCH-12770,8965.10673850254,0.954277676470401,21,1,0,SMB,0
MCH-12771,21058.758829254642,1.17964219558022,48,0,2,Mid-Market,0
MCH-12772,87244.3151175426,0.6738378772765601,43,1,0,SMB,0
MCH-12773,35778.286077867364,0.7568820514985729,10,1,0,SMB,0
MCH-12774,44546.50638029018,0.7676368709861261,41,0,0,Mid-Market,0
MCH-12775,33353.57584011556,0.42831665072193786,12,2,0,Enterprise,0
MCH-12776,7244.635445007852,0.775152660113686,30,2,1,SMB,0
MCH-12777,14061.094871259682,1.283635030869837,51,2,0,Enterprise,0
MCH-12778,34488.178371113805,1.3870283453247125,33,2,2,SMB,0
MCH-12779,16734.5904124512,0.9700401471995203,18,0,1,Mid-Market,0
MCH-12780,7563.560976806342,0.9010518647411423,14,3,0,Enterprise,0
MCH-12781,97782.80231937153,0.4339070805693073,22,0,0,SMB,0
MCH-12782,203675.05515976198,1.367124771343921,21,2,0,SMB,0
MCH-12783,83786.34682838712,0.41431123476846,1,0,0,SMB,0
MCH-12784,101133.8301134739,1.439225088231233,49,4,0,SMB,0
MCH-12785,18852.086135460566,0.9381378735568998,43,0,0,Mid-Market,0
MCH-12786,166733.71774293942,0.7761279429321993,52,5,1,Mid-Market,0
MCH-12787,15965.402342068912,1.416640278326926,15,4,0,Enterprise,0
MCH-12788,156237.26591010258,0.4268300924211064,36,0,0,SMB,0
MCH-12789,268140.69659946475,1.0395673843559958,47,0,0,SMB,0
MCH-12790,67191.6390842341,1.0038257769492716,54,2,0,SMB,0
MCH-12791,203545.4944713223,0.6412524413325204,22,3,1,Enterprise,0
MCH-12792,47145.01812797031,0.8717761744852317,32,1,0,SMB,0
MCH-12793,20024.303624615975,1.1174904065381472,58,1,0,Enterprise,0
MCH-12794,33723.417149640474,1.1998443165701205,46,2,1,SMB,0
MCH-12795,50016.06318808089,0.4007885445772378,54,4,0,Mid-Market,0
MCH-12796,8794.485110692194,1.4305387731001171,33,1,2,SMB,0
MCH-12797,53688.48016974755,0.5809779096320937,58,1,0,Mid-Market,0
MCH-12798,203636.01039376942,0.6569384776445952,41,0,0,SMB,0
MCH-12799,15542.697055766685,0.6898207902632332,59,1,0,Mid-Market,0
MCH-12800,83654.12180781225,0.44160215020723886,39,0,1,Mid-Market,0
MCH-12801,124243.36194756287,0.5353573359493574,23,1,0,SMB,0
MCH-12802,148854.4517946248,1.4849849152385781,43,2,0,SMB,0
MCH-12803,166113.58472240993,0.7467384111150147,55,3,0,Mid-Market,0
MCH-12804,41850.73610284772,0.5268311993729543,2,1,1,SMB,0
MCH-12805,194286.9392429678,0.5176903872920857,2,4,0,Mid-Market,0
MCH-12806,75798.56118620868,1.191405964436969,38,3,1,Mid-Market,0
MCH-12807,13817.258724042813,1.340025530435905,55,2,0,SMB,0
MCH-12808,37399.14160691602,0.6826475294593168,51,1,0,SMB,0
MCH-12809,68351.16394606259,0.4230004635687585,29,3,0,Mid-Market,0
MCH-12810,19207.104998989795,0.6453990202898914,52,3,0,Mid-Market,0
MCH-12811,56168.07762306764,0.4621672598764331,46,2,0,Mid-Market,0
MCH-12812,59920.68727594814,0.5137344302930457,3,1,0,SMB,0
MCH-12813,13878.627189925479,0.8746589318324067,39,2,0,Enterprise,0
MCH-12814,46630.2693854329,0.6529102079477959,7,2,0,SMB,0
MCH-12815,78838.73160206979,0.9675404663779658,36,4,1,Mid-Market,0
MCH-12816,39547.0472579968,0.6788431285829095,29,1,1,SMB,1
MCH-12817,5608.847794385017,1.4345910312132424,55,0,0,SMB,0
MCH-12818,5453.978192545214,1.3965383647188911,37,7,2,SMB,0
MCH-12819,27082.809591005338,1.0234867155115128,49,1,1,SMB,0
MCH-12820,135315.80885262007,0.7898663911861248,58,2,0,Enterprise,0
MCH-12821,17982.38854819585,0.8192615702382091,36,1,1,SMB,0
MCH-12822,55305.806252761,0.8530375114589467,23,7,1,SMB,0
MCH-12823,17556.313986525485,1.2003372543484385,45,1,1,SMB,0
MCH-12824,24406.068427327784,0.8968028950707218,16,4,1,SMB,0
MCH-12825,99207.58508770626,1.3424029411564873,48,0,0,SMB,0
MCH-12826,70256.26528131985,1.438504264523401,31,1,0,SMB,0
MCH-12827,10013.081151833449,0.7695407687168273,34,3,1,SMB,0
MCH-12828,32992.217539008925,1.0167639295132482,50,5,0,SMB,0
MCH-12829,6480.182990112607,0.5045621905158209,1,3,0,SMB,0
MCH-12830,37781.98773179029,0.620515952542995,18,1,0,SMB,0
MCH-12831,59299.71334477728,0.8548123433811762,58,1,1,Mid-Market,0
MCH-12832,11306.66267184792,0.6268229874919568,40,3,0,Mid-Market,0
MCH-12833,22046.051616351724,1.3642165398675894,43,1,1,Mid-Market,0
MCH-12834,30361.324214142518,0.5741148816650079,56,3,1,Enterprise,0
MCH-12835,130994.1784148555,0.9012269037084012,56,2,0,Mid-Market,0
MCH-12836,254947.80379511754,1.0662691645058633,15,0,0,SMB,0
MCH-12837,7297.553109084137,1.161050298976929,48,0,0,SMB,0
MCH-12838,76566.24401502873,0.8213763066991575,49,2,1,Enterprise,0
MCH-12839,28238.79121527445,1.3560089755972013,17,3,1,Mid-Market,0
MCH-12840,29916.713844208654,1.0251510661857182,44,1,0,SMB,0
MCH-12841,75175.0725497671,0.883458558492307,10,2,1,SMB,0
MCH-12842,130312.49964185862,0.4739646974572403,20,1,1,Enterprise,0
MCH-12843,155723.9393293603,0.9111584152896816,6,1,0,Mid-Market,0
MCH-12844,48033.64717227319,1.3028094248973034,8,1,1,SMB,0
MCH-12845,27089.9500324707,1.075995120043447,45,3,0,Enterprise,0
MCH-12846,82452.21547885494,1.3153786991020304,34,1,1,Enterprise,0
MCH-12847,19450.907113938643,0.9434128376592362,32,4,1,SMB,0
MCH-12848,46514.14204758868,0.5303078756039301,51,3,0,Mid-Market,0
MCH-12849,27203.420593832678,0.4150038304194692,54,4,0,Mid-Market,0
MCH-12850,58447.491149389694,0.7335415013904504,42,2,0,SMB,0
MCH-12851,18748.09344442548,1.167789518647572,4,1,0,Mid-Market,1
MCH-12852,15634.47836422213,1.2692858943358631,44,1,0,SMB,0
MCH-12853,130197.79908948434,0.7253281180823624,50,2,1,Mid-Market,0
MCH-12854,10368.33093518959,0.9452193129715719,39,2,0,Enterprise,0
MCH-12855,40256.727920490885,0.8632307948774898,20,2,2,SMB,1
MCH-12856,17477.763444526256,0.8515750627865707,24,4,1,SMB,0
MCH-12857,6985.399685693333,0.6544835845201655,24,1,0,Enterprise,0
MCH-12858,6834.175280566355,0.5500082155324042,55,2,2,Enterprise,0
MCH-12859,14632.037172916343,0.6163574140543344,26,1,0,SMB,0
MCH-12860,105784.04909353613,0.4608656258796807,25,1,0,Enterprise,0
MCH-12861,21597.63533340247,0.6179438160059347,36,3,0,SMB,0
MCH-12862,155247.90562678798,0.4101209873879174,7,1,1,SMB,0
MCH-12863,48568.53245869319,1.0899842406995761,10,4,0,Mid-Market,0
MCH-12864,33689.53049075438,0.7480129481264512,58,2,0,Mid-Market,0
MCH-12865,48385.605059705165,1.4704591825695994,47,0,1,Mid-Market,0
MCH-12866,41355.717949754326,0.6130887558539277,12,5,2,SMB,1
MCH-12867,76101.51842746741,0.7804114273405534,1,3,1,SMB,0
MCH-12868,21598.84241993632,0.7936252745056867,52,2,0,Enterprise,0
MCH-12869,26774.34362613133,0.4092966456687066,50,0,0,SMB,0
MCH-12870,117260.31136902604,1.3231287483434049,25,0,0,SMB,0
MCH-12871,151363.05584720752,0.4351939061587572,16,4,0,Mid-Market,0
MCH-12872,116540.31145986536,1.4341978182021657,5,1,0,Mid-Market,0
MCH-12873,32188.7946748747,1.3812817862029827,19,1,0,SMB,0
MCH-12874,80789.52457757636,0.98907410769456,4,1,1,SMB,0
MCH-12875,37345.22562058408,0.9979551324024214,6,4,0,Mid-Market,0
MCH-12876,39411.94749736848,1.1191557152517722,26,1,0,Enterprise,0
MCH-12877,16450.543335802256,0.8257550131283757,49,6,1,SMB,0
MCH-12878,49717.938178699704,1.111944511737641,39,3,0,SMB,0
MCH-12879,15298.09387371654,0.4492452275573356,56,0,0,SMB,0
MCH-12880,25140.783478645917,0.45945239008469924,55,1,0,Mid-Market,0
MCH-12881,101561.49226451774,0.9029534615814988,39,3,0,SMB,0
MCH-12882,16601.382995655153,1.0045845312166386,9,2,1,Mid-Market,0
MCH-12883,8690.846850151313,1.376599404369401,45,2,1,SMB,0
MCH-12884,8575.207853447731,0.5151266972986859,52,2,0,SMB,0
MCH-12885,146328.6146641773,1.3049127199132784,14,1,1,Mid-Market,0
MCH-12886,40354.236725789975,0.6310520710212766,48,1,2,SMB,0
MCH-12887,31331.837490083188,0.8334920133610351,55,2,0,Mid-Market,0
MCH-12888,88268.30208309165,0.7482626783101543,9,1,0,SMB,0
MCH-12889,95341.39994404848,0.840170800151939,15,2,0,SMB,0
MCH-12890,25187.65620314438,0.5655450478798442,37,2,1,SMB,0
MCH-12891,64146.13885831744,0.9539270818439105,50,2,1,SMB,0
MCH-12892,78728.4866529631,1.281806848814504,53,2,1,SMB,0
MCH-12893,58159.94361736103,0.8856874114167868,20,3,0,Mid-Market,0
MCH-12894,13219.862551402466,0.9396749334880191,8,1,0,SMB,0
MCH-12895,109326.5641370974,1.3336443438094459,32,6,1,Mid-Market,0
MCH-12896,43728.11802854619,1.176663926101834,47,2,0,SMB,0
MCH-12897,21597.195097022184,0.9394998493717632,21,1,0,SMB,0
MCH-12898,32689.108059388407,0.6834652130080977,57,0,1,SMB,0
MCH-12899,6914.7537851351135,1.3734194215294635,41,2,0,Mid-Market,0
MCH-12900,11840.6557923332,1.0347224418596142,19,1,1,SMB,0
MCH-12901,77524.95367560702,0.6432623711217628,29,1,0,SMB,0
MCH-12902,5000.581741152521,0.6960317279018114,58,1,0,SMB,0
MCH-12903,31941.18251066355,1.2834463978298705,31,1,0,SMB,0
MCH-12904,41960.62204669365,0.448560118296201,54,2,0,SMB,0
MCH-12905,7809.178457824846,1.491301405731702,6,0,1,SMB,0
MCH-12906,185740.87681393878,0.543386847686271,4,1,0,SMB,0
MCH-12907,17817.26725915564,1.2756753779366312,43,3,0,SMB,0
